fecha,hora,ticket_id,sucursal,producto,cantidad,precio_unitario,vendedor,metodo_pago
2025-12-22,17:54,TF-40107,Sucursal Centro,Tablet Samsung,3,8215,Ana M,tarjeta
2025-12-04,20:27,TF-42329,Sucursal Norte,Auriculares Sony,2,9693,,Efectivo
2025-12-17,09:02,TF-71689,Sucursal Centro,Tablet Samsung,3,6660,Ana M,EFECTIVO
2025-12-11,10:35,TF-11628,Sucursal Este,"Monitor LG 24""",1,6072,Ana M,tarjeta
2025-12-09,20:29,TF-84760,Sucursal Centro,Disco Duro 1TB,2,12845,Carlos L,EFECTIVO
2025-12-26,19:00,TF-92222,Sucursal Centro,Tablet Samsung,3,5654,,Tarjeta
2025-12-29,19:05,TF-91324,Sucursal Sur,Laptop HP,3,11253,Ana M,Efectivo
2025-12-15,14:11,TF-94957,Sucursal Centro,"Monitor LG 24""",1,5687,,Tarjeta
2025-12-28,20:48,TF-39548,Sucursal Sur,Auriculares Sony,2,8450,Carlos L,EFECTIVO
2025-12-19,17:33,TF-26083,Sucursal Este,Webcam HD,2,10373,Juan P,Tarjeta
2026-01-01,16:05,TF-20508,Sucursal Este,Teclado Mecánico,2,1460,Ana M,Tarjeta
2025-12-31,12:33,TF-92218,Sucursal Centro,Webcam HD,2,11380,Ana M,Efectivo
2025-12-13,12:04,TF-12888,Sucursal Norte,Auriculares Sony,2,9681,,EFECTIVO
2025-12-18,13:36,TF-27295,Sucursal Sur,Teclado Mecánico,2,3915,Juan P,Tarjeta
2025-12-15,13:29,TF-31805,Sucursal Norte,Webcam HD,1,3073,Maria G,Tarjeta
2025-12-11,10:02,TF-51500,Sucursal Norte,Disco Duro 1TB,2,6256,Carlos L,tarjeta
2025-12-08,14:28,TF-80761,Sucursal Norte,Webcam HD,1,608,Ana M,tarjeta
2025-12-08,09:47,TF-81584,Sucursal Sur,Webcam HD,2,14879,,Tarjeta
2025-12-29,18:46,TF-67947,Sucursal Sur,Mouse Logitech,3,8047,Carlos L,Efectivo
2025-12-16,18:53,TF-38883,Sucursal Este,Auriculares Sony,1,5547,Maria G,tarjeta
2025-12-10,09:05,TF-80570,Sucursal Este,Mouse Logitech,3,6662,Juan P,tarjeta
2025-12-16,11:45,TF-66051,Sucursal Sur,Tablet Samsung,2,399,,Efectivo
2025-12-10,20:56,TF-68224,Sucursal Este,Disco Duro 1TB,2,2883,Ana M,Tarjeta
2025-12-30,18:38,TF-21282,Sucursal Norte,"Monitor LG 24""",2,7976,,EFECTIVO
2025-12-06,09:26,TF-93729,Sucursal Sur,Tablet Samsung,1,9306,Maria G,Tarjeta
2025-12-30,15:18,TF-82596,Sucursal Este,Laptop HP,2,13873,Maria G,Efectivo
2025-12-29,09:09,TF-44429,Sucursal Sur,Disco Duro 1TB,1,10912,Maria G,Efectivo
2025-12-07,13:31,TF-18745,Sucursal Sur,Disco Duro 1TB,3,7344,Juan P,tarjeta
2025-12-20,20:36,TF-12299,Sucursal Sur,Teclado Mecánico,3,1158,Carlos L,Tarjeta
2025-12-05,13:23,TF-64986,Sucursal Sur,Laptop HP,2,4978,Maria G,Efectivo
2025-12-23,11:34,TF-52284,Sucursal Sur,Webcam HD,2,11430,Carlos L,Tarjeta
2025-12-04,11:33,TF-46885,Sucursal Sur,Disco Duro 1TB,2,5775,,Tarjeta
30-12-2025,12:50,TF-83224,Sucursal Centro,Tablet Samsung,2,1451,Carlos L,tarjeta
2025-12-26,14:08,TF-10015,Sucursal Sur,Teclado Mecánico,3,5191,Maria G,Tarjeta
2025-12-13,11:13,TF-27067,Sucursal Centro,Tablet Samsung,3,12701,Ana M,Efectivo
2025-12-10,10:02,TF-10038,Sucursal Centro,Disco Duro 1TB,1,4345,Juan P,Tarjeta
2025-12-22,12:11,TF-97896,Sucursal Sur,Laptop HP,1,2584,Carlos L,tarjeta
2025-12-09,17:49,TF-90341,Sucursal Norte,Mouse Logitech,1,"$13,628",Maria G,tarjeta
2025-12-09,17:00,TF-22934,Sucursal Norte,Disco Duro 1TB,2,11638,Maria G,tarjeta
2025-12-16,15:13,TF-77403,Sucursal Norte,Tablet Samsung,1,12674,Maria G,EFECTIVO
2025-12-28,14:45,TF-47784,Sucursal Centro,Mouse Logitech,2,8288,Carlos L,EFECTIVO
2025-12-11,17:26,TF-48088,Sucursal Este,"Monitor LG 24""",1,14859,Maria G,Efectivo
2025-12-25,16:43,TF-23785,Sucursal Este,Disco Duro 1TB,3,10989,,Efectivo
2025-12-27,11:04,TF-57672,Sucursal Norte,Auriculares Sony,1,9947,Ana M,EFECTIVO
2025-12-12,20:49,TF-86273,Sucursal Sur,Tablet Samsung,2,7995,,tarjeta
2025-12-08,16:06,TF-26015,Sucursal Sur,Disco Duro 1TB,2,3981,Juan P,Efectivo
2025-12-19,19:01,TF-33474,Sucursal Este,Auriculares Sony,1,5160,,EFECTIVO
2025-12-29,16:12,TF-48477,Sucursal Este,Disco Duro 1TB,3,4487,Juan P,Efectivo
2025-12-17,10:24,TF-10022,Sucursal Sur,Tablet Samsung,2,7731,Carlos L,Tarjeta
2025-12-19,15:08,TF-50954,Sucursal Este,Disco Duro 1TB,1,9520,,EFECTIVO
2025-12-19,17:54,TF-30487,Sucursal Centro,Tablet Samsung,2,8305,Carlos L,tarjeta
2025-12-05,09:37,TF-15913,Sucursal Norte,Auriculares Sony,2,"$13,463",Carlos L,EFECTIVO
2025-12-07,15:22,TF-56840,Sucursal Este,Auriculares Sony,1,11033,Juan P,Efectivo
2025-12-31,13:07,TF-10084,Sucursal Norte,Laptop HP,3,5543,Ana M,tarjeta
2025-12-04,20:30,TF-87068,Sucursal Centro,Auriculares Sony,2,9544,Juan P,Tarjeta
2025-12-14,16:32,TF-97475,Sucursal Sur,Teclado Mecánico,3,5107,Juan P,Tarjeta
2025-12-13,13:03,TF-48970,Sucursal Este,"Monitor LG 24""",3,12371,,tarjeta
2025-12-12,10:36,TF-79607,Sucursal Este,Tablet Samsung,1,5890,Carlos L,EFECTIVO
2025-12-25,17:20,TF-36224,Sucursal Este,Tablet Samsung,2,10439,Juan P,Tarjeta
2025-12-22,16:13,TF-96613,Sucursal Este,Webcam HD,3,8928,,Efectivo
2025-12-20,12:23,TF-70619,Sucursal Norte,"Monitor LG 24""",1,12429,Carlos L,Efectivo
2025-12-24,12:54,TF-64059,Sucursal Sur,Webcam HD,3,2831,Juan P,Tarjeta
2025-12-10,09:15,TF-50703,Sucursal Este,Disco Duro 1TB,3,7345,Carlos L,Tarjeta
2025-12-04,13:50,TF-46408,Sucursal Norte,Laptop HP,3,8160,Carlos L,tarjeta
2025-12-31,10:57,TF-63347,Sucursal Sur,Mouse Logitech,2,13959,,Efectivo
2025-12-20,19:53,TF-86076,Sucursal Sur,Disco Duro 1TB,1,4100,,EFECTIVO
2025-12-29,20:47,TF-40924,Sucursal Este,"Monitor LG 24""",1,1950,Carlos L,Efectivo
2025-12-19,17:23,TF-24806,Sucursal Sur,Tablet Samsung,2,11385,Maria G,tarjeta
2025-12-19,20:23,TF-50392,Sucursal Centro,Laptop HP,3,11049,Maria G,tarjeta
21-12-2025,15:19,TF-93748,Sucursal Sur,Mouse Logitech,3,14404,Ana M,tarjeta
2025-12-13,10:59,TF-40862,Sucursal Sur,"Monitor LG 24""",1,7390,Ana M,Efectivo
2025-12-12,10:52,TF-74447,Sucursal Este,Tablet Samsung,2,11953,Maria G,tarjeta
2025-12-20,10:22,TF-65164,Sucursal Sur,Disco Duro 1TB,3,648,Ana M,Tarjeta
2025-12-04,15:12,TF-92352,Sucursal Sur,Auriculares Sony,3,1547,Maria G,EFECTIVO
2025-12-29,14:28,TF-72700,Sucursal Norte,Webcam HD,1,11463,Juan P,EFECTIVO
2025-12-15,11:25,TF-59456,Sucursal Norte,Laptop HP,1,9350,Ana M,Tarjeta
2025-12-12,20:54,TF-32119,Sucursal Centro,Tablet Samsung,3,7227,Maria G,Efectivo
2025-12-04,20:33,TF-67037,Sucursal Este,Disco Duro 1TB,1,3877,Carlos L,tarjeta
2025-12-27,16:24,TF-27065,Sucursal Este,"Monitor LG 24""",3,3731,Ana M,Tarjeta
2025-12-17,11:01,TF-48036,Sucursal Sur,"Monitor LG 24""",3,7588,Ana M,Efectivo
2025-12-04,16:08,TF-52368,Sucursal Este,"Monitor LG 24""",3,6483,Juan P,Efectivo
2025-12-05,14:59,TF-40781,Sucursal Este,Auriculares Sony,3,11190,Juan P,Efectivo
2025-12-12,17:39,TF-59930,Sucursal Sur,Tablet Samsung,3,6276,Maria G,tarjeta
2025-12-09,17:31,TF-54456,Sucursal Este,Teclado Mecánico,1,5398,Carlos L,Efectivo
2025-12-08,16:55,TF-46831,Sucursal Sur,Tablet Samsung,2,14991,Carlos L,tarjeta
2025-12-17,11:20,TF-74392,Sucursal Norte,Disco Duro 1TB,1,3295,Carlos L,Tarjeta
2025-12-26,16:27,TF-25207,Sucursal Este,Laptop HP,2,6041,Juan P,Tarjeta
2025-12-07,14:05,TF-36703,Sucursal Sur,Teclado Mecánico,1,12486,,Tarjeta
2025-12-22,09:33,TF-84814,Sucursal Norte,Tablet Samsung,1,4233,Juan P,tarjeta
2025-12-25,19:07,TF-10058,Sucursal Sur,Mouse Logitech,2,2719,Ana M,tarjeta
2025-12-23,19:00,TF-53178,Sucursal Centro,Disco Duro 1TB,2,12185,Maria G,Tarjeta
2025-12-31,09:51,TF-94363,Sucursal Sur,Auriculares Sony,1,12386,Ana M,tarjeta
2025-12-09,12:49,TF-62286,Sucursal Centro,Laptop HP,1,2869,Maria G,Efectivo
2025-12-13,16:51,TF-66670,Sucursal Sur,Teclado Mecánico,2,11103,Ana M,EFECTIVO
2025-12-19,13:36,TF-88687,Sucursal Este,Mouse Logitech,2,13487,Juan P,Efectivo
2025-12-20,14:29,TF-98662,Sucursal Norte,Teclado Mecánico,2,8838,Ana M,Efectivo
2026-01-02,16:19,TF-29478,Sucursal Norte,Webcam HD,1,8770,Juan P,Efectivo
20-12-2025,15:26,TF-22384,Sucursal Este,Webcam HD,2,4375,Ana M,Tarjeta
2025-12-29,11:53,TF-61505,Sucursal Centro,Mouse Logitech,2,14564,Ana M,tarjeta
2025-12-14,11:13,TF-34259,Sucursal Centro,Webcam HD,3,"$1,942",Juan P,Tarjeta
2025-12-24,16:29,TF-63096,Sucursal Este,Webcam HD,3,13522,Ana M,tarjeta
2025-12-06,11:08,TF-11818,Sucursal Norte,Mouse Logitech,1,11603,Maria G,Tarjeta
2025-12-17,19:54,TF-80593,Sucursal Norte,Mouse Logitech,2,12811,Maria G,Tarjeta
2025-12-27,20:28,TF-73576,Sucursal Este,Laptop HP,2,9788,Ana M,Efectivo
2025-12-14,09:06,TF-92629,Sucursal Este,Tablet Samsung,2,12276,Juan P,EFECTIVO
2025-12-16,16:32,TF-87468,Sucursal Este,"Monitor LG 24""",3,1194,Juan P,tarjeta
2026-01-01,19:26,TF-72041,Sucursal Centro,Disco Duro 1TB,3,10787,Carlos L,Tarjeta
2025-12-19,14:28,TF-40422,Sucursal Norte,Auriculares Sony,3,14182,Carlos L,EFECTIVO
2025-12-17,19:41,TF-57219,Sucursal Este,Teclado Mecánico,3,3594,Maria G,Tarjeta
2025-12-10,11:38,TF-74511,Sucursal Centro,Tablet Samsung,2,5175,Carlos L,tarjeta
2025-12-15,19:10,TF-32900,Sucursal Centro,Mouse Logitech,2,7255,Ana M,tarjeta
2025-12-14,14:49,TF-16117,Sucursal Sur,Teclado Mecánico,3,14514,Ana M,EFECTIVO
2025-12-30,10:06,TF-90028,Sucursal Centro,Laptop HP,3,1927,Carlos L,Tarjeta
2025-12-27,13:45,TF-67870,Sucursal Este,Mouse Logitech,1,10801,Maria G,EFECTIVO
2025-12-17,09:15,TF-72084,Sucursal Sur,Webcam HD,3,3005,Carlos L,Tarjeta
2025-12-08,17:26,TF-39908,Sucursal Norte,Tablet Samsung,2,6906,Carlos L,Efectivo
2025-12-18,11:49,TF-11303,Sucursal Centro,Mouse Logitech,2,5357,Ana M,Efectivo
2025-12-25,19:09,TF-85308,Sucursal Centro,Webcam HD,2,6786,Carlos L,tarjeta
2025-12-04,13:57,TF-79178,Sucursal Norte,Tablet Samsung,2,10749,Ana M,tarjeta
2026-01-01,19:25,TF-35859,Sucursal Sur,Mouse Logitech,1,9005,Maria G,tarjeta
2025-12-10,10:32,TF-10069,Sucursal Sur,Auriculares Sony,3,2821,Carlos L,EFECTIVO
2025-12-20,10:46,TF-17857,Sucursal Sur,Webcam HD,3,8514,Juan P,EFECTIVO
2025-12-13,18:47,TF-10683,Sucursal Este,Auriculares Sony,1,13395,,Tarjeta
2025-12-15,13:18,TF-97414,Sucursal Norte,Tablet Samsung,3,12283,Carlos L,EFECTIVO
2025-12-07,11:45,TF-65796,Sucursal Este,Mouse Logitech,1,1218,Juan P,tarjeta
2025-12-25,17:25,TF-87101,Sucursal Este,Webcam HD,3,8372,Ana M,EFECTIVO
2025-12-30,11:09,TF-76294,Sucursal Norte,Disco Duro 1TB,3,7699,Juan P,Tarjeta
2025-12-18,16:02,TF-30557,Sucursal Sur,Mouse Logitech,3,14164,Juan P,Tarjeta
2025-12-07,14:19,TF-59081,Sucursal Sur,Webcam HD,2,658,Juan P,tarjeta
2026-01-01,13:13,TF-33996,Sucursal Este,Laptop HP,1,9170,,tarjeta
2025-12-22,16:57,TF-54279,Sucursal Este,Disco Duro 1TB,3,13859,Ana M,EFECTIVO
2025-12-25,16:09,TF-52626,Sucursal Centro,Tablet Samsung,2,4014,Ana M,tarjeta
2025-12-24,10:55,TF-31707,Sucursal Centro,Webcam HD,3,10770,,Efectivo
2025-12-22,17:12,TF-72368,Sucursal Centro,Mouse Logitech,3,"$8,913",Maria G,EFECTIVO
2025-12-06,17:38,TF-51999,Sucursal Este,Laptop HP,2,14322,Juan P,tarjeta
2025-12-16,13:05,TF-25026,Sucursal Centro,Teclado Mecánico,2,2559,Ana M,Tarjeta
2025-12-05,18:20,TF-33784,Sucursal Centro,Laptop HP,2,6588,Carlos L,EFECTIVO
2025-12-30,10:03,TF-36549,Sucursal Norte,"Monitor LG 24""",2,8533,Juan P,tarjeta
2025-12-18,17:26,TF-18579,Sucursal Este,Laptop HP,2,10579,,Efectivo
2025-12-11,17:41,TF-26458,Sucursal Sur,Tablet Samsung,2,1574,Maria G,tarjeta
2025-12-21,11:50,TF-42133,Sucursal Este,Disco Duro 1TB,1,216,Maria G,Efectivo
2025-12-05,16:17,TF-88363,Sucursal Sur,Tablet Samsung,2,14002,Juan P,Tarjeta
2025-12-27,17:36,TF-19166,Sucursal Sur,Mouse Logitech,2,11643,Carlos L,EFECTIVO
2025-12-10,18:32,TF-51720,Sucursal Sur,Webcam HD,3,7617,Maria G,EFECTIVO
2025-12-23,14:01,TF-10022,Sucursal Centro,Disco Duro 1TB,1,14969,Ana M,EFECTIVO
2025-12-21,10:50,TF-95078,Sucursal Centro,Laptop HP,3,7493,,tarjeta
16-12-2025,11:53,TF-11105,Sucursal Centro,Disco Duro 1TB,2,3361,Carlos L,tarjeta
2025-12-10,10:52,TF-90405,Sucursal Sur,"Monitor LG 24""",1,8290,,Tarjeta
2025-12-04,12:52,TF-93681,Sucursal Este,Mouse Logitech,2,9524,,Tarjeta
2025-12-06,18:08,TF-18526,Sucursal Norte,Webcam HD,3,14216,Maria G,Efectivo
2025-12-26,19:34,TF-90538,Sucursal Sur,Disco Duro 1TB,1,7197,Carlos L,EFECTIVO
2025-12-31,15:17,TF-25953,Sucursal Este,Disco Duro 1TB,2,8674,Carlos L,EFECTIVO
2025-12-21,16:20,TF-10676,Sucursal Este,"Monitor LG 24""",2,1540,Maria G,EFECTIVO
2025-12-06,12:12,TF-31558,Sucursal Sur,Webcam HD,1,"$10,456",Juan P,tarjeta
2025-12-30,13:15,TF-24134,Sucursal Este,"Monitor LG 24""",2,13839,Juan P,EFECTIVO
2025-12-28,10:40,TF-68517,Sucursal Centro,Mouse Logitech,1,746,Maria G,Efectivo
2026-01-02,16:03,TF-49514,Sucursal Este,Mouse Logitech,1,11301,Ana M,Efectivo
2025-12-23,15:14,TF-88587,Sucursal Centro,Disco Duro 1TB,2,7805,Carlos L,Efectivo
2025-12-18,17:21,TF-87045,Sucursal Norte,Mouse Logitech,1,401,Maria G,Tarjeta
2025-12-24,17:16,TF-56581,Sucursal Este,Disco Duro 1TB,3,10372,Juan P,Tarjeta
2025-12-13,18:27,TF-77256,Sucursal Sur,Webcam HD,3,14703,,tarjeta
2025-12-13,14:00,TF-77853,Sucursal Norte,Laptop HP,1,8508,Carlos L,Tarjeta
2025-12-10,19:58,TF-36379,Sucursal Centro,Auriculares Sony,1,11142,Carlos L,tarjeta
2025-12-23,13:26,TF-53072,Sucursal Norte,Mouse Logitech,2,14554,Juan P,Tarjeta
2025-12-26,12:29,TF-91778,Sucursal Norte,"Monitor LG 24""",2,12235,Ana M,Tarjeta
2025-12-16,11:52,TF-10014,Sucursal Sur,Laptop HP,1,6063,,tarjeta
2025-12-05,09:12,TF-35929,Sucursal Sur,Teclado Mecánico,1,14706,Maria G,Tarjeta
2025-12-10,09:11,TF-44313,Sucursal Centro,Laptop HP,3,2448,Maria G,tarjeta
2025-12-18,12:23,TF-58804,Sucursal Norte,Tablet Samsung,3,1271,Maria G,Tarjeta
2025-12-21,15:44,TF-59054,Sucursal Sur,Tablet Samsung,3,4206,,tarjeta
2025-12-29,11:20,TF-42397,Sucursal Centro,Webcam HD,1,14151,Juan P,EFECTIVO
2025-12-29,19:39,TF-18503,Sucursal Norte,Tablet Samsung,3,12506,Carlos L,tarjeta
2025-12-20,20:30,TF-74853,Sucursal Este,Webcam HD,3,6769,Maria G,Tarjeta
2026-01-01,12:28,TF-40721,Sucursal Este,"Monitor LG 24""",2,7163,Carlos L,tarjeta
2025-12-21,10:08,TF-21013,Sucursal Sur,Disco Duro 1TB,3,5960,Carlos L,EFECTIVO
2025-12-18,16:27,TF-63602,Sucursal Sur,Disco Duro 1TB,2,4673,Juan P,tarjeta
2026-01-01,10:18,TF-75767,Sucursal Centro,Webcam HD,1,1812,Carlos L,Tarjeta
2025-12-25,14:16,TF-49677,Sucursal Sur,"Monitor LG 24""",3,10096,,tarjeta
2025-12-04,13:18,TF-55433,Sucursal Este,Tablet Samsung,3,12615,Maria G,EFECTIVO
2025-12-11,12:46,TF-37508,Sucursal Este,"Monitor LG 24""",3,9817,Ana M,tarjeta
2025-12-29,10:20,TF-34621,Sucursal Este,Tablet Samsung,1,7387,,Tarjeta
2025-12-13,20:00,TF-75509,Sucursal Sur,Auriculares Sony,1,7067,,tarjeta
2025-12-14,18:01,TF-84393,Sucursal Centro,Teclado Mecánico,1,5610,,EFECTIVO
2025-12-16,12:25,TF-18350,Sucursal Este,"Monitor LG 24""",2,1979,Carlos L,Efectivo
2025-12-09,10:43,TF-82470,Sucursal Norte,Laptop HP,3,10085,Ana M,tarjeta
2025-12-10,12:18,TF-96451,Sucursal Centro,Disco Duro 1TB,1,6239,Ana M,EFECTIVO
2025-12-09,10:08,TF-80313,Sucursal Este,Disco Duro 1TB,3,1326,Maria G,tarjeta
2025-12-17,20:42,TF-72230,Sucursal Norte,Webcam HD,3,3525,Juan P,Tarjeta
2025-12-18,10:52,TF-62328,Sucursal Norte,Auriculares Sony,3,14605,Juan P,tarjeta
2025-12-24,16:22,TF-48987,Sucursal Este,Teclado Mecánico,2,4281,Ana M,Tarjeta
2025-12-26,18:06,TF-61583,Sucursal Centro,"Monitor LG 24""",1,4685,Juan P,Tarjeta
2026-01-02,16:26,TF-82459,Sucursal Centro,Auriculares Sony,1,12576,Ana M,Tarjeta
2025-12-12,12:32,TF-15850,Sucursal Este,Laptop HP,1,10667,Ana M,Tarjeta
2025-12-16,09:00,TF-42847,Sucursal Centro,Teclado Mecánico,2,11182,,Tarjeta
2025-12-26,16:08,TF-10012,Sucursal Sur,Teclado Mecánico,1,13937,Ana M,Tarjeta
2025-12-06,19:48,TF-11469,Sucursal Sur,Teclado Mecánico,2,6066,,Tarjeta
2025-12-18,20:03,TF-93203,Sucursal Centro,Tablet Samsung,3,5251,Ana M,Tarjeta
2026-01-02,12:23,TF-10001,Sucursal Norte,Mouse Logitech,1,7108,Juan P,Tarjeta
2026-01-01,10:51,TF-97046,Sucursal Norte,Teclado Mecánico,1,7010,Maria G,Tarjeta
2026-01-02,17:25,TF-66083,Sucursal Centro,"Monitor LG 24""",1,1934,Carlos L,Efectivo
2025-12-16,12:29,TF-38848,Sucursal Centro,Webcam HD,3,10422,Carlos L,EFECTIVO
2025-12-07,20:34,TF-84606,Sucursal Norte,Webcam HD,1,10028,Maria G,tarjeta
2025-12-09,19:48,TF-51676,Sucursal Este,Mouse Logitech,2,489,Maria G,Efectivo
2025-12-11,09:39,TF-26260,Sucursal Sur,"Monitor LG 24""",3,7220,Carlos L,EFECTIVO
2025-12-13,12:09,TF-59250,Sucursal Norte,Laptop HP,1,12083,Carlos L,Tarjeta
2025-12-12,14:41,TF-15191,Sucursal Este,Webcam HD,1,3952,,Efectivo
2026-01-02,19:15,TF-39156,Sucursal Este,Auriculares Sony,1,7447,Maria G,Efectivo
2025-12-24,11:13,TF-26457,Sucursal Centro,Teclado Mecánico,3,9192,Juan P,EFECTIVO
2025-12-27,16:19,TF-31516,Sucursal Norte,"Monitor LG 24""",2,3090,Maria G,tarjeta
2025-12-31,16:05,TF-57131,Sucursal Este,Tablet Samsung,1,7912,Maria G,EFECTIVO
2025-12-04,15:27,TF-20909,Sucursal Sur,Teclado Mecánico,3,12105,Carlos L,EFECTIVO
21-12-2025,18:30,TF-19429,Sucursal Sur,Teclado Mecánico,3,7888,,tarjeta
2025-12-19,15:59,TF-64502,Sucursal Este,Auriculares Sony,2,8220,Juan P,Efectivo
2025-12-16,18:10,TF-35457,Sucursal Este,Webcam HD,3,5911,Juan P,EFECTIVO
2026-01-02,15:47,TF-42347,Sucursal Norte,Disco Duro 1TB,1,13522,Maria G,tarjeta
23-12-2025,16:43,TF-29315,Sucursal Sur,"Monitor LG 24""",3,9675,Juan P,EFECTIVO
2025-12-16,20:37,TF-20531,Sucursal Norte,Tablet Samsung,1,13794,,EFECTIVO
2025-12-22,13:46,TF-63950,Sucursal Centro,Mouse Logitech,3,9581,Maria G,EFECTIVO
2025-12-26,13:00,TF-32072,Sucursal Este,Laptop HP,1,1344,Carlos L,EFECTIVO
2025-12-09,11:23,TF-34431,Sucursal Norte,"Monitor LG 24""",2,3181,Maria G,Tarjeta
2025-12-10,09:47,TF-33950,Sucursal Norte,Webcam HD,2,7420,Maria G,Efectivo
2025-12-13,10:24,TF-26342,Sucursal Sur,Mouse Logitech,2,686,Juan P,Efectivo
2025-12-05,13:48,TF-10947,Sucursal Centro,Mouse Logitech,1,8757,Carlos L,EFECTIVO
2025-12-19,14:38,TF-66289,Sucursal Sur,Auriculares Sony,3,14784,Carlos L,EFECTIVO
2025-12-16,18:03,TF-56665,Sucursal Sur,Mouse Logitech,1,7686,Maria G,Efectivo
2025-12-23,10:55,TF-79550,Sucursal Sur,"Monitor LG 24""",2,7604,Ana M,Tarjeta
2025-12-04,19:52,TF-52229,Sucursal Centro,Auriculares Sony,1,13431,Ana M,EFECTIVO
2025-12-27,18:50,TF-20665,Sucursal Sur,Tablet Samsung,2,10986,Carlos L,Tarjeta
2025-12-26,11:55,TF-78164,Sucursal Centro,Teclado Mecánico,2,13255,Ana M,Tarjeta
2026-01-01,16:07,TF-73198,Sucursal Norte,"Monitor LG 24""",1,2992,Ana M,Efectivo
2025-12-09,14:57,TF-60264,Sucursal Sur,"Monitor LG 24""",3,4420,Maria G,EFECTIVO
2025-12-06,20:21,TF-39334,Sucursal Centro,Auriculares Sony,2,11954,,EFECTIVO
2025-12-29,12:14,TF-43959,Sucursal Centro,Webcam HD,1,2024,Juan P,tarjeta
2025-12-08,14:24,TF-85617,Sucursal Centro,Webcam HD,1,9867,Carlos L,tarjeta
2025-12-29,19:59,TF-26555,Sucursal Norte,Mouse Logitech,2,350,Carlos L,Tarjeta
2025-12-19,19:29,TF-29323,Sucursal Sur,Teclado Mecánico,3,11101,Carlos L,tarjeta
2025-12-20,20:07,TF-45841,Sucursal Este,"Monitor LG 24""",2,4975,Carlos L,Tarjeta
2025-12-30,20:13,TF-39500,Sucursal Centro,Teclado Mecánico,2,12117,Maria G,Efectivo
2025-12-21,15:21,TF-65369,Sucursal Este,Auriculares Sony,2,6607,Maria G,EFECTIVO
2025-12-07,11:20,TF-86072,Sucursal Centro,Webcam HD,2,10925,Carlos L,Tarjeta
2025-12-10,12:51,TF-35644,Sucursal Centro,Auriculares Sony,3,14227,Maria G,EFECTIVO
2025-12-17,19:53,TF-32049,Sucursal Centro,Mouse Logitech,2,7963,Carlos L,EFECTIVO
2025-12-08,19:46,TF-62952,Sucursal Norte,Laptop HP,1,4146,Maria G,EFECTIVO
2025-12-28,20:50,TF-97914,Sucursal Centro,Disco Duro 1TB,3,6460,Juan P,Efectivo
2025-12-06,10:31,TF-94070,Sucursal Norte,Laptop HP,3,9587,Juan P,Tarjeta
2025-12-16,16:41,TF-66840,Sucursal Sur,Teclado Mecánico,1,5528,Maria G,EFECTIVO
2025-12-30,20:01,TF-61615,Sucursal Este,Mouse Logitech,3,13915,Juan P,Tarjeta
2025-12-25,10:11,TF-88525,Sucursal Norte,Laptop HP,3,7527,Maria G,Tarjeta
2025-12-06,17:16,TF-14588,Sucursal Centro,Mouse Logitech,3,5091,Juan P,Tarjeta
2025-12-13,09:33,TF-48456,Sucursal Este,Teclado Mecánico,3,8235,Carlos L,Tarjeta
2025-12-26,10:42,TF-15863,Sucursal Norte,Laptop HP,1,2521,,Tarjeta
2025-12-22,14:17,TF-26841,Sucursal Este,Mouse Logitech,3,4377,Ana M,Efectivo
2025-12-12,19:27,TF-28775,Sucursal Norte,Mouse Logitech,3,12204,Carlos L,Tarjeta
2025-12-17,11:20,TF-66836,Sucursal Este,Laptop HP,3,4255,,EFECTIVO
06-12-2025,14:40,TF-21662,Sucursal Sur,Auriculares Sony,2,2597,Ana M,Tarjeta
2025-12-16,10:50,TF-26187,Sucursal Norte,Webcam HD,3,13656,,tarjeta
2025-12-21,13:38,TF-22984,Sucursal Centro,Teclado Mecánico,2,12518,,EFECTIVO
2025-12-19,18:08,TF-43955,Sucursal Centro,Teclado Mecánico,3,2270,Carlos L,Tarjeta
